frameworkId,sectionId,categoryId,requirementId,referenceId,helpText
5,0x3CGuAnc-0S,,FiRDDPQ9dYyY,CA.L2-3.12.1,"<p>Organizations assess security controls in organizational systems and the environments in which those systems operate as part of the system development life cycle. Security controls are the safeguards or countermeasures organizations implement to satisfy security requirements. By assessing the implemented security controls, organizations determine if the security safeguards or countermeasures are in place and operating as intended. Security control assessments ensure that information security is built into organizational systems; identify weaknesses and deficiencies early in the development process; provide essential information needed to make risk-based decisions; and ensure compliance to vulnerability mitigation procedures. Assessments are conducted on the implemented security controls as documented in system security plans.</p><p>Security assessment reports document assessment results in sufficient detail as deemed necessary by organizations, to determine the accuracy and completeness of the reports and whether the security controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting security requirements. Security assessment results are provided to the individuals or roles appropriate for the types of assessments being conducted.</p><p>Organizations ensure that security assessment results are current, relevant to the determination of security control effectiveness, and obtained with the appropriate level of assessor independence. Organizations can choose to use other types of assessment activities such as vulnerability scanning and system monitoring to maintain the security posture of systems during the system life cycle.</p><p>NIST SP 800-53 provides guidance on security and privacy controls for systems and organizations. SP 800-53A provides guidance on developing security assessment plans and conducting assessments.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Avoid a &ldquo;set it and forget it&rdquo; mentality when implementing security controls. The security landscape is constantly changing. Reassess existing controls at periodic intervals in order to validate their effectiveness in your environment. Set the assessment schedule according to organizational needs. Consider regulatory obligations and internal policies when assessing the controls. Outputs from security control assessments typically include:</p><ul><li>documented assessment results;</li><li>proposed new controls, or updates to existing controls;</li><li>remediation plans; and</li><li>newly identified risks.</li></ul><p>This practice, CA.L2-3.12.1, which ensures determining security controls are implemented properly, promotes effective security assessments for organizational systems required by CA.L2-3.12.3.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are in charge of IT operations. You need to ensure that the security controls implemented within the system are achieving their objectives [b]. Taking the practices outlined in your SSP as a guide, you conduct annual written reviews of the security controls to ensure they meet your organization&rsquo;s needs. When you find controls that do not meet requirements, you propose updated or new controls, develop a written implementation plan, document new risks, and execute the changes.</p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3><ul><li>Are security controls assessed at least annually [a]?</li><li>Is the output of the security controls assessment documented [b]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.12.1</li></ul>"
5,0x3CGuAnc-0S,,Txosjp9WSmkH,CA.L2-3.12.2 ,"<p>The plan of action is a key document in the information security program. Organizations develop plans of action that describe how any unimplemented security requirements will be met and how any planned mitigations will be implemented. Organizations can document the system security plan and plan of action as separate or combined documents and in any chosen format.</p><p>Federal agencies may consider the submitted system security plans and plans of action as critical inputs to an overall risk management decision to process, store, or transmit CUI on a system hosted by a nonfederal organization and whether it is advisable to pursue an agreement or contract with the nonfederal organization.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>When you write a plan of action, define the clear goal or objective of the plan. You may include the following in the action plan:</p><ul><li>ownership of who is accountable for ensuring the plan&rsquo;s performance;</li><li>specific steps or milestones that are clear and actionable;</li><li>assigned responsibility for each step or milestone;</li><li>milestones to measure plan progress; and</li><li>completion dates.</li></ul><p>This practice, CA.L2-3.12.2, which ensures developing and implementing plans of action to correct and reduce vulnerabilities in systems, is driven by risk management practice RA.L2-3.11.1, which promotes periodically assessing risk to organizational systems. CA.L2- 3.12.2 promotes monitoring security controls on an ongoing basis as defined in practice CA.L2-3.12.3.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>As IT director, one of your duties is to develop action plans when you discover that your company is not meeting security requirements or when a security issue arises [b]. A recent vulnerability scan identified several items that need to be addressed so you develop a plan to fix them [b]. Your plan identifies the people responsible for fixing the issues, how to do it, and when the remediation will be completed [b]. You also define how to verify that the person responsible has fixed the vulnerability [b]. You document this in a plan of action that is updated as milestones are reached [b]. You have a separate resource review the modifications after they have been completed to ensure the plan has been implemented correctly [c].</p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations </span></h3><ul><li>Is there an action plan to remediate identified weaknesses or deficiencies [a]?68</li><li>Is the action plan maintained as remediation is performed [b]?69</li><li>Does the action plan designate remediation dates and milestones for each item [c]?70</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.12.2</li></ul>"
5,0x3CGuAnc-0S,,_acpB3ua4yDy,CA.L2-3.12.3 ,"<p>Continuous monitoring programs facilitate ongoing awareness of threats, vulnerabilities, and information security to support organizational risk management decisions. The terms continuous and ongoing imply that organizations assess and analyze security controls and information security-related risks at a frequency sufficient to support risk-based decisions. The results of continuous monitoring programs generate appropriate risk response actions by organizations. Providing access to security information on a continuing basis through reports or dashboards gives organizational officials the capability to make effective and timely risk management decisions. Automation supports more frequent updates to hardware, software, firmware inventories, and other system information. Effectiveness is further enhanced when continuous monitoring outputs are formatted to provide information that is specific, measurable, actionable, relevant, and timely. Monitoring requirements, including the need for specific monitoring, may also be referenced in other requirements.</p><p>NIST SP 800-137 provides guidance on continuous monitoring.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Provide a plan for monitoring the state of security controls on a recurring basis that occurs more frequently than the periodic assessments discussed in CA.L2-3.12.1. This process provides a mechanism to assess the overall security posture of your organization, which directly relates to activities discussed in CA.L2-3.12.4. As a result, the process not only maintains awareness of vulnerabilities and threats, but it also informs management of the effectiveness of the security controls in determining if security controls are current and for management to make an acceptable risk decision.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are responsible for ensuring your company fulfills all cybersecurity requirements for its DoD contracts. You review those requirements and the security controls your company has put in place to meet them. You then create a plan to evaluate each control regularly over the next year. You mark several controls to be evaluated by a third-party security assessor. You assign other IT resources in the organization to evaluate controls within their area of responsibility. To ensure progress you establish recurring meetings with the accountable IT staff to assess continuous monitoring progress, review security information, evaluate risks from gaps in continuous monitoring, and produce reports for your management [a].</p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3><ul><li>Are the security controls that need to be continuously monitored identified [a]?</li><li>Is the timeframe for continuous monitoring activities to support risk-based decision making defined [a]?</li><li>Is the output of continuous monitoring activities provided to stakeholders [a]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.12.3</li></ul>"
5,0x3CGuAnc-0S,,M0DxlCCTTvwx,CA.L2-3.12.4 ,"<p>System security plans relate security requirements to a set of security controls. System security plans also describe, at a high level, how the security controls meet those security requirements, but do not provide detailed, technical descriptions of the design or implementation of the controls. System security plans contain sufficient information to enable a design and implementation that is unambiguously compliant with the intent of the plans and subsequent determinations of risk if the plan is implemented as intended. Security plans need not be single documents; the plans can be a collection of various documents including documents that already exist. Effective security plans make extensive use of references to policies, procedures, and additional documents (e.g., design and implementation specifications) where more detailed information can be obtained. This reduces the documentation requirements associated with security programs and maintains security-related information in other established management/operational areas related to enterprise architecture, system development life cycle, systems engineering, and acquisition.</p><p>Federal agencies may consider the submitted system security plans and plans of action as critical inputs to an overall risk management decision to process, store, or transmit CUI on a system hosted by a nonfederal organization and whether it is advisable to pursue an agreement or contract with the nonfederal organization.</p><p>NIST SP 800-18 provides guidance on developing security plans.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>A system security plan (SSP) is a document that outlines how an organization implements its security requirements. At a minimum, an SSP must include:</p><ul><li>Description of the CMMC Assessment Scope as discussed in Error! Reference source not found.;</li><li>CMMC Assessment Scope Description: high-level description of the assets within the assessment scope;</li><li>Description of the Environment of Operation: physical surroundings in which an information system processes, stores, and transmits information;</li><li>Identified and Approved Security Requirements: requirements levied on an information system that are derived from applicable laws, Executive Orders, directives, policies, standards, instructions, regulations, procedures, or organizational mission/business case needs to ensure the confidentiality, integrity, and availability of the information being processed, stored, or transmitted;</li><li>Implementation Method for Security Requirements: description of how the identified and approved security requirements are implemented with the system or environment;</li><li>Connections and Relationships to Other Systems and Networks: description of related, dependent, and interconnected systems; and</li><li>Defined Frequency of Updates: typically at least annually. In addition to the requirements above, an SSP often includes:</li><li>general information system description: technical and functional description;</li><li>design philosop</li><li>roles and responsibilities: description of the roles and responsibilities for key personnel, which may include the system owner, system custodian, authorizing officials, and other stakeholders</li></ul><p>This practice, CA.L2-3.12.4, which requires developing, documenting, and updating system security plans, promotes effective information security within organizational systems required by SC.L2-3.13.2, as well as other system and communications protection practices.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are in charge of system security. You develop an SSP and have senior leadership formally approve the document [a]. The SSP explains how your organization handles CUI and defines how that data is stored, transmitted, and protected [d,e]. The criteria outlined in the SSP is used to guide configuration of the network and other information resources to meet your company&rsquo;s goals. Knowing that it is important to keep the SSP current, you establish a policy that requires a formal review and update of the SSP each year [g,h].</p><h3><span style=""background-color: #ffffff;""> Potential Assessment Considerations </span></h3><ul><li>Do mechanisms exist to develop and periodically update an SSP [a,g]?</li><li>Are security requirements identified and approved by the designated authority as non-applicable documented [d]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.12.4</li></ul>"
5,jHhYAdDuK1Zg,,sVMKIP6TQafu,SC.L2-3.13.2 ,"<p>Organizations apply systems security engineering principles to new development systems or systems undergoing major upgrades. For legacy systems, organizations apply systems security engineering principles to system upgrades and modifications to the extent feasible, given the current state of hardware, software, and firmware components within those systems. The application of systems security engineering concepts and principles helps to develop trustworthy, secure, and resilient systems and system components and reduce the susceptibility of organizations to disruptions, hazards, and threats. Examples of these concepts and principles include developing layered protections; establishing security policies, architecture, and controls as the foundation for design; incorporating security requirements into the system development life cycle; delineating physical and logical security boundaries; ensuring that developers are trained on how to build secure software; and performing threat modeling to identify use cases, threat agents, attack vectors and patterns, design patterns, and compensating controls needed to mitigate risk. Organizations that apply security engineering concepts and principles can facilitate the development of trustworthy, secure systems, system components, and system services; reduce risk to acceptable levels; and make informed risk-management decisions.</p><p>NIST SP 800-160-1 provides guidance on systems security engineering.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Familiarity with security engineering principles and their successful application to your infrastructure will increase the security of your environment. NIST SP 800-160 System Security Engineering: Considerations for a Multidisciplinary Approach in the Engineering of Trustworthy Secure Systems can serve as a source of security engineering and design principles.</p><p>Decide which designs and principles to apply. Some will not be possible or appropriate for a given company or for specific systems or components.</p><p>Designs and principles should be applied to policies and security standards. Starting with the baseline configuration, they should be extended through all layers of the technology stack (e.g., hardware, software, firmware) and throughout all the components of the infrastructure. The application of these chosen designs and principles should drive you towards a secure architecture with the required security capabilities and intrinsic behaviors present throughout the lifecycle of your technology.</p><p>As legacy components age, it may become increasingly difficult for those components to meet security principles and requirements. This should factor into life-cycle decisions for those components (e.g., replacing legacy hardware, upgrading or re-writing software, upgrading run-time environments).</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are responsible for developing strategies to protect data and harden your infrastructure. You are on a team responsible for performing a major upgrade to a legacy system. You refer to your documented security engineering principles [c]. Reviewing each, you decide which are appropriate and applicable [c]. You apply the chosen designs and principles when creating your design for the upgrade [f]. You document the security requirements for the software and hardware changes to ensure the principles are followed. You review the upgrade at critical points in the workflow to ensure the requirements are met. You assist in updating the policies covering the use of the upgraded system so user behavior stays aligned with the principles.</p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3><ul><li>Does the organization have a defined system architecture [a,d]?</li><li>Are system security engineering principles applied in the specification, design, development and implementation of the systems [d,e,f]?71</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.13.2</li></ul>"
5,jHhYAdDuK1Zg,,zCLVn4zH-r3S,SC.L2-3.13.3 ,"<p>System management functionality includes functions necessary to administer databases, network components, workstations, or servers, and typically requires privileged user access. The separation of user functionality from system management functionality is physical or logical. Organizations can implement separation of system management functionality from user functionality by using different computers, different central processing units, different instances of operating systems, or different network addresses; virtualization techniques; or combinations of these or other methods, as appropriate. This type of separation includes web administrative interfaces that use separate authentication methods for users of any other system resources. Separation of system and user functionality may include isolating administrative interfaces on different domains and with additional access controls.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Prevent users and user services from accessing system management functionality on IT components (e.g., databases, network components, workstations, servers). This reduces the attack surface to those critical interfaces by limiting who can access and how they can be accessed. By separating the user functionality from system management functionality, the administrator or privileged functions are not available to the general user. The intent of this practice is to ensure:</p><ul><li>general users are not permitted to perform system administration functions; and</li><li>system administrators only perform system administration functions from their privileged account.</li></ul><p>This can be accomplished using separation like VLANs or logical separation using strong access control methods.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>As a system administrator, you are responsible for managing a number of core systems. Policy prevents you from conducting any administration from the computer or system account you use for day-to-day work [a,b]. The servers you manage also are isolated from the main corporate network. To work with them you use a special unique account to connect to a &ldquo;jump&rdquo; server that has access to the systems you routinely administer.</p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3><ul><li>Are physical or logical controls used to separate user functionality from system management-related functionality (e.g., to ensure that administration (e.g., privilege) options are not available to general users) [c]? 72</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.13.3</li></ul>"
5,jHhYAdDuK1Zg,,cOFb-R4lqkbZ,SC.L2-3.13.4 ,"<p>The control of information in shared system resources (e.g., registers, cache memory, main memory, hard disks) is also commonly referred to as object reuse and residual information protection. This requirement prevents information produced by the actions of prior users or roles (or the actions of processes acting on behalf of prior users or roles) from being available to any current users or roles (or current processes acting on behalf of current users or roles) that obtain access to shared system resources after those resources have been released back to the system. This requirement also applies to encrypted representations of information. This requirement does not address information remnants, which refers to residual representation of data that has been nominally deleted; covert channels (including storage or timing channels) where shared resources are manipulated to violate information flow restrictions; or components within systems for which there are only single users or roles.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>No shared system resource, such as cache memory, hard disks, registers, or main memory may pass information from one user to another user. In other words, when objects are reused no residual information should exist on that object. This protects the confidentiality of the information. This is typically a feature provided by operating system and software vendors.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are a system administrator responsible for creating and deploying the system hardening procedures for your company&rsquo;s computers. You ensure that the computer baselines include software patches to prevent attackers from exploiting flaws in the processor architecture to read data (e.g., the Meltdown and Spectre exploits). You also verify that the computer operating system is configured to prevent users from accessing other users&rsquo; folders [a].</p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3><ul><li>Are shared system resources identified and documented [a]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.13.4</li></ul>"
5,jHhYAdDuK1Zg,,SDB28eq1kyKX,SC.L2-3.13.6 ,"<p>This requirement applies to inbound and outbound network communications traffic at the system boundary and at identified points within the system. A deny-all, permit-by-exception network communications traffic policy ensures that only those connections which are essential and approved are allowed.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Block all traffic entering and leaving the network, but permit specific traffic based on organizational policies, exceptions, or criteria. This process of permitting only authorized traffic to the network is called whitelisting and limits the number of unintentional connections to the network.</p><p>This practice, SC.L2-3.13.6, requires a deny-all permit by exception approach for all network communications. In doing so, it adds specifics for SC.L1-3.13.1, which only requires monitoring, control, and protection of communication channels.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are setting up a new environment to house CUI. To properly isolate the CUI network, you install a firewall between it and other networks and set the firewall rules to deny all traffic [a]. You review each service and application that runs in the new environment and determine that you only need to allow http and https traffic outbound [b]. You test the functionality of the required services and make some needed adjustments, then comment each firewall rule so there is documentation of why it is required. You review the firewall rules on a regular basis to make sure no unauthorized changes were made.</p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3><ul><li>Are network communications traffic on relevant system components (e.g., host and network firewalls, routers, gateways) denied by default (e.g., configured with an implicit deny rule that takes effect in the absence of any other matching traffic rules) [a]?</li><li>Are network communications traffic on relevant system components (e.g., host and network firewalls, routers, gateways) allowed by exception (e.g., configured with explicit allow rules that takes effect only when network traffic matches one or more rules) [b]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.13.6</li></ul>"
5,jHhYAdDuK1Zg,,V9HNHG7zbFba,SC.L2-3.13.7,"<p>Split tunneling might be desirable by remote users to communicate with local system resources such as printers or file servers. However, split tunneling allows unauthorized external connections, making the system more vulnerable to attack and to exfiltration of organizational information. This requirement is implemented in remote devices (e.g., notebook computers, smart phones, and tablets) through configuration settings to disable split tunneling in those devices, and by preventing configuration settings from being readily configurable by users. This requirement is implemented in the system by the detection of split tunneling (or of configuration settings that allow split tunneling) in the remote device, and by prohibiting the connection if the remote device is using split tunneling.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Split tunneling for a remote user utilizes two connections: accessing resources on the internal network via a VPN and simultaneously accessing an external network such as a public network or the internet. Split tunneling presents a potential opportunity where an open unencrypted connection from a public network could allow an adversary to access resources on internal network. As a mitigation strategy, the split tunneling setting should be disabled on all devices so that all traffic, including traffic for external networks or the internet, goes through the VPN.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are a system administrator responsible for configuring the network to prevent remote users from using split tunneling. You review the configuration of remote user laptops. You discover that remote users are able to access files, email, database and other services through the VPN connection while also being able to print and access resources on their local network. You change the configuration settings for all company computers to disable split tunneling [a]. You test a laptop that has had the new hardening procedures applied and verify that all traffic from the laptop is now routed through the VPN connection.</p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3><ul><li>Does the system prevent remote devices that have established connections (e.g., remote laptops) with the system from communicating outside that communications path with resources on uncontrolled/unauthorized networks [a]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.13.7</li></ul>"
5,jHhYAdDuK1Zg,,S9B6dW2D-LcO,SC.L2-3.13.8 ,"<p>This requirement applies to internal and external networks and any system components that can transmit information including servers, notebook computers, desktop computers, mobile devices, printers, copiers, scanners, and facsimile machines. Communication paths outside the physical protection of controlled boundaries are susceptible to both interception and modification. Organizations relying on commercial providers offering transmission services as commodity services rather than as fully dedicated services (i.e., services which can be highly specialized to individual customer needs), may find it difficult to obtain the necessary assurances regarding the implementation of the controls for transmission confidentiality. In such situations, organizations determine what types of confidentiality services are available in commercial telecommunication service packages. If it is infeasible or impractical to obtain the necessary safeguards and assurances of the effectiveness of the safeguards through appropriate contracting vehicles, organizations implement compensating safeguards or explicitly accept the additional risk. An example of an alternative physical safeguard is a protected distribution system (PDS) where the distribution medium is protected against electronic or physical intercept, thereby ensuring the confidentiality of the information being transmitted.</p>h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>The intent of this practice is to ensure CUI is cryptographically protected during transit, particularly on the internet. The most common way to accomplish this is to establish a TLS tunnel between the source and destination using the most current version of TLS. This practice does not specify a mutually authenticated handshake, but mutual authentication is the most secure approach to creating a tunnel.</p><p>When CMMC requires cryptography, it is to protect the confidentiality of CUI. FIPS-validated cryptography means the cryptographic module has to have been tested and validated to meet FIPS 140-1 or-2 requirements. Simply using an approved algorithm is not sufficient &ndash; the module (software and/or hardware) used to implement the algorithm must be separately validated under FIPS 140. Accordingly, FIPS-validated cryptography is required to meet CMMC practices that protect CUI when transmitted or stored outside the protected environment of the covered contractor information system (including wireless/remote access). Encryption used for other purposes, such as within applications or devices within the protected environment of the covered contractor information system, would not need to be FIPS-validated.</p><p>This practice, SC.L2-3.13.8, requires cryptographic mechanisms be used to prevent the disclosure of CUI in-transit and leverages SC.L2-3.13.11, which specifies that the algorithms used must be FIPS-validated.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are a system administrator responsible for configuring encryption on all devices that contain CUI. Because your users regularly store CUI on laptops and take them out of the office, you encrypt the hard drives with a FIPS-validated encryption tool built into the operating system. For users who need to share CUI, you install a Secure FTP server to allow CUI to be transmitted in a compliant manner [a]. You verify that the server is using a FIPSvalidated encryption module by checking the NIST Cryptographic Module Validation Program website [c]. You turn on the &ldquo;FIPS Compliance&rdquo; setting for the server during configuration because that is what is required for this product in order to use only FIPSvalidated cryptography [c].</p> <p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Are cryptographic mechanisms used to prevent unauthorized disclosure of information during transmission unless otherwise protected by alternative physical measures (e.g., PDS) [c]?73</li></ul><p>&nbsp;</p><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.13.8</li></ul>"
5,jHhYAdDuK1Zg,,pGckwpFgqdqb,SC.L2-3.13.9,"<p>This requirement applies to internal and external networks. Terminating network connections associated with communications sessions include de-allocating associated TCP/IP address or port pairs at the operating system level, or de-allocating networking assignments at the application level if multiple application sessions are using a single, operating system-level network connection. Time periods of user inactivity may be established by organizations and include time periods by type of network access or for specific network accesses.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Prevent malicious actors from taking advantage of an open network session or an unattended computer at the end of the connection. Balance user work patterns and needs against security to determine the length of inactivity that will force a termination.</p><p>This practice, SC.L2-3.13.9, requires network connections be terminated under certain conditions, which complements AC.L2-3.1.18 that requires control of mobile device connections.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are an administrator of a server that provides remote access. Your company&rsquo;s policies state that network connections must be terminated after being idle for 60 minutes [a]. You edit the server configuration file and set the timeout to 60 minutes and restart the remote access software [c]. You test the software and verify that the connection is terminated appropriately.</p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3><ul><li>Are the network connections requiring management and time-out for inactivity documented [a]?</li><li>Are the network connections requiring management and time-out for inactivity configured and implemented [c]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.13.9</li></ul>"
5,jHhYAdDuK1Zg,,aB3Rx-iTf2Hr,SC.L2-3.13.10 ,"<p>Cryptographic key management and establishment can be performed using manual procedures or mechanisms supported by manual procedures. Organizations define key management requirements in accordance with applicable federal laws, Executive Orders, policies, directives, regulations, and standards specifying appropriate options, levels, and parameters. NIST SP 800-56A and NIST SP 800-57-1 provide guidance on cryptographic key management and key establishment.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Develop processes and technical mechanisms to protect the cryptographic keys&rsquo; confidentiality, authenticity, and authorized use in accordance with industry standards and regulations. Key management systems provide oversight, assurance, and the capability to demonstrate the cryptographic keys are created in a secure manner and protected from loss or misuse throughout their lifecycle (e.g., active, expired, revoked). For a small number of keys, this can be accomplished with manual procedures and mechanisms. As the number of keys and cryptographic units increase, automation and tool support will be required.</p><p>The first intent of this practice is to ensure cryptographic keys are properly created in a secure manner that prevents them from being reproduced by an adversary. The second intent of this practice is to ensure cryptographic keys are managed in a secure manner that prevents them from being stolen by an adversary. Key establishment involves the creation of keys and coordination among parties that will use the keys of the methodology for generating the final keying material. This is discussed in detail in SP 800-56A, B, and C.</p><p>Key management involves protecting keys when they are distributed, when they are stored, when they are being used, and when they are being recovered.</p><p>Key establishment best practices are identified in NIST SP 800-56A, B, and C.</p><p>Key management best practices are identified in NIST SP 800-57 Parts 1, 2, and 3.</p><p>This practice, SC.L2-3.13.10, complements AC.L2-3.1.19 by specifying that any cryptographic keys in use must be protected.</p><h3><span style=""background-color: #ffffff;"">Example 1</span></h3><p>You are a system administrator responsible for providing key management. You have generated a public-private key pair to exchange CUI [a]. You require all system administrators to read the key management policy before you allow them to install the private key on their machines [b]. No one else is allowed to know or have a copy of the private key per the policy. You provide the public key to the other parties who will be sending you CUI and test the Public Key Infrastructure (PKI) to ensure the encryption is working [a]. You set a revocation period of one year on all your certificates per organizational policy [b].</p><h3><span style=""background-color: #ffffff;"">Example 2</span></h3><p>You encrypt all of your company&rsquo;s computers using the disk encryption utility built into the operating system. As you configure encryption on each device, it generates a cryptographic key. You associate each key with the correct computer in your inventory spreadsheet and restrict access to the spreadsheet to the system administrators whose work role requires them to manage the computers [b].</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Are cryptographic keys established whenever cryptography is employed (e.g., digital signatures, authentication, authorization, transport, or other cryptographic mechanisms) [a]?</li><li>Are cryptographic keys maintained whenever cryptography is employed (e.g., key storage, backup, recovery, revocation, destruction, etc.) [b]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.13.10</li></ul>"
5,jHhYAdDuK1Zg,,ErPEw6FvflCr,SC.L2-3.13.11,"<p>Cryptography can be employed to support many security solutions including the protection of controlled unclassified information, the provision of digital signatures, and the enforcement of information separation when authorized individuals have the necessary clearances for such information but lack the necessary formal access approvals. Cryptography can also be used to support random number generation and hash generation. Cryptographic standards include FIPS-validated cryptography and/or NSA-approved cryptography.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>When CMMC requires cryptography, it is to protect the confidentiality of CUI. FIPS-validated cryptography means the cryptographic module has to have been tested and validated to meet FIPS 140-1 or-2 requirements. Simply using an approved algorithm is not sufficient &ndash; the module (software and/or hardware) used to implement the algorithm must be separately validated under FIPS 140. Accordingly, FIPS-validated cryptography is required to meet CMMC practices that protect CUI when transmitted or stored outside the protected environment of the covered contractor information system (including wireless/remote access). Encryption used for other purposes, such as within applications or devices within the protected environment of the covered contractor information system, would not need to be FIPS-validated.</p><p>This practice, SC.L2-3.13.11, complements AC.L2-3.1.19, MP.L2-3.8.6, SC.L2-3.13.8, and SC.L2-3.13.16 by specifying that FIPS-validated cryptography must be used.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are a system administrator responsible for deploying encryption on all devices that contain CUI. You must ensure that the encryption you use on the devices is FIPS-validated cryptography [a]. An employee informs you of a need to carry a large volume of CUI offsite and asks for guidance on how to do so. You provide the user with disk encryption software that you have verified via the NIST website that uses a CMVP-validated encryption module [a]. Once the encryption software is active, the user copies the CUI data onto the drive for transport.</p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3><ul><li>Is cryptography implemented to protect the confidentiality of CUI at rest and in transit, through the configuration of systems and applications or through the use of encryption tools [a]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.13.11</li></ul>"
